4 1000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
1 4 2000000
